Sport,Naam,Website,Naam accommodatie,Adres accommodatie,Postcode accommodatie,Plaats accommodatie,Stadsdeel,Aangepast sporten,KvK,Stadspas,x,y
Skeeler/skate,Skatepark,geen website,Sportpark Kadoelen,Sportpark Kadoelen 4,1035NB,Amsterdam,Noord,,,,"4,91030345","52,41498241"
Sloeproeien,Het Juiste Tuig,www.hetjuistetuig.com,Hoek Prins Hendrikkade/Kromme Waal,Kromme Waal 5,1011BS,Amsterdam,Centrum,,,,"4,90304259","52,37523112"
Sloeproeien,Masrova sloeproeivereniging,www.masrova.nl,Masrova,Veemkade 267,1019CZ,Amsterdam,Oost,,40534542,,"4,93897434","52,37427222"
Sloeproeien,Watersportvereniging De Schinkel,www.wvdeschinkel.nl,WV de Schinkel,Jachthavenweg 140,1081KJ,Amsterdam,Zuid,,40532750,,"4,85438707","52,33336026"
Sportschieten,Club Kaliber,www.clubkaliber.com,Club Kaliber,Lijnbaansgracht 162-1,1016VX,Amsterdam,Centrum,,34149890,,"4,87772289","52,37010602"
Sportschieten,Schietsportvereniging Buitenveldert,www.ssvb.nl,Schietbaan,Aalsmeerderdijk 456,1436BM,Aalsmeerderbrug,Buiten Amsterdam,,,,"4,73715685","52,2686662"
Sportschieten,Cartouche,www.sv-cartouche.nl,Schietbaan,Hoofdweg,2131MB,Hoofddorp,Buiten Amsterdam,,,,"4,72022072","52,32517992"
Sportschieten,Superschot,www.superschot.nl,Schietbaan,Lijnbaansgracht 162-1,1016VX,Amsterdam,Centrum,,40531725,,"4,87772289","52,37010602"
Sportschieten,Schietvereniging Euroarms,www.sv-euroarms.nl,Schietbaan,Jan Rebelstraat 15-H,1069CA,Amsterdam,Nieuw-West,,34320173,,"4,78562696","52,3611266"
Sportschieten,John Wesley Hardin,www.johnwesleyhardin.nl,Schietbaan,Papaverweg 15,1032KE,Amsterdam,Noord,,,,"4,91130273","52,39447663"
Sportschieten,Shooting '82,www.facebook.com/pg/Shooting-82-180913785615396,Schietbaan,Papaverweg 15,1032KE,Amsterdam,Noord,,,,"4,91130273","52,39447663"
Sportschieten,SSV Colt45,www.colt45.nl,Schietbaan,Papaverweg 15,1032KE,Amsterdam,Noord,,40530634,,"4,91130273","52,39447663"
Sportschieten,Schietvereniging Target,www.svtarget.nl,Schietbaan,Julianaplein 1,1097DN,Amsterdam,Oost,,40533802,,"4,91890565","52,34686577"
Sportschieten,SV 84,www.sv84.nl,Schietbaan,Julianaplein 1,1097DN,Amsterdam,Oost,,,,"4,91890565","52,34686577"
Sportschieten,S.S.V. 7.62,nl-nl.facebook.com/pg/svhalfweg,Schietbaan Halfweg,Spaarndammerweg 3,1165MR,Halfweg,Buiten Amsterdam,,,,"4,74148606","52,38706655"
Sportschieten,Shogun,www.svshogun.nl,Schietcentrum ,Jan Rebelstraat 15,1069CA,Amsterdam,Nieuw-West,,40534275,,"4,78562696","52,3611266"
Sportschieten,Schietsportvereniging Westerpark,www.sv-westerpark.nl,Schietcentrum ,Vredenhofweg 9c,1051LM,Amsterdam,West,,51056143,,"4,86366912","52,38355335"
Sportschieten,SSV De Vrijheid,www.ssv-devrijheid.nl,Zwembad & Sportcentrum Wethouder Duran,Ouderkerkerlaan 10,1112BE,Diemen,Buiten Amsterdam,,,,"4,95880523","52,33599411"
Sportschool,Akademia Training Club,www.akademiatraining.nl,Akademia Training Club,Javaplein 14,1094HW,Amsterdam,Oost,,50476270,,"4,93930051","52,36420681"
Sportschool,All Sports,www.healthcity.nl/sportscholen/grand-cafe-all-sports,All Sports,Van der Hooplaan 237,1185LN,Amstelveen,Buiten Amsterdam,,,,"4,85315491","52,28935453"
Sportschool,ASC (USC),www.usc.uva.nl,AMC Sportcentrum,Meibergdreef 27,1105AZ,Amsterdam,Zuidoost,,,,"4,95903768","52,29233356"
Sportschool,American Fitness,www.americanfitness.nl,American Fitness,Blasiusstraat 144,1091CZ,Amsterdam,Oost,,33176009,,"4,91334293","52,3575454"
Sportschool,Sportcentrum Amstelcampus (USC),www.usc.uva.nl,Amstelcampus,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,,,"4,91002045","52,35863353"
Sportschool,Amsterdam Buitenveldert Sportclub,www.amsterdambuitenveldertsportclub.nl,Amsterdam Buitenveldert Sportclub,Noordhollandstraat 59,1081AS,Amsterdam,Zuid,,65380746,,"4,86592738","52,32513389"
Sportschool,Apollo Health en Fitness,www.apollohealth.nl,Apollohal,Apollolaan 4,1077BA,Amsterdam,Zuid,,,,"4,88444373","52,34806995"
Sportschool,Basic-Fit,www.basic-fit.com,Basic-Fit Sportschool Amsterdam,Amstelstraat 22,1017DA,Amsterdam,Centrum,,37092459,,"4,89936216","52,36609885"
Sportschool,Basic-Fit,www.basic-fit.com,Basic-Fit Sportschool Amsterdam,Koningin Wilhelminaplein 13,1062HH,Amsterdam,Nieuw-West,,37092459,,"4,84112747","52,35455594"
Sportschool,Basic-Fit,www.basic-fit.com,Basic-Fit Sportschool Amsterdam,Distelweg 80,1031HH,Amsterdam,Noord,,37092459,,"4,90269872","52,39399237"
Sportschool,Basic-Fit,www.basic-fit.com,Basic-Fit Sportschool Amsterdam,Stadhouderskade 74-75,1072AE,Amsterdam,West,,37092459,,"4,89033509","52,35800831"
Sportschool,Basic-Fit,www.basic-fit.com,Basic-Fit Sportschool Amsterdam,Arent Janszoon Ernststraat 1,1083GP,Amsterdam,Zuid,,37092459,,"4,88924922","52,33180442"
Sportschool,Basic-Fit,www.basic-fit.com,Basic-Fit Sportschool Amsterdam,Europaboulevard 21,1079PC,Amsterdam,Zuid,,37092459,,"4,89269305","52,33870365"
Sportschool,Basic-Fit,www.basic-fit.com,Basic-Fit Sportschool Amsterdam,Rijnsburgstraat 9-11,1059AT,Amsterdam,Zuid,,37092459,,"4,85023884","52,34760514"
Sportschool,Basic-Fit,www.basic-fit.com,Basic-Fit Sportschool Amsterdam Overtoom Ladies,Overtoom 37-43,1054HB,Amsterdam,West,,37092459,,"4,87727084","52,36306678"
Sportschool,Keluarga Silat Perisai Diri Ned.,www.perisaidiri.nl,Basisschool de Kaap,Christiaan de Wetstraat 23,1091NG,Amsterdam,Zuidoost,,40534240,,"4,91905633","52,35446737"
Sportschool,De Bonte Kraai,www.buurthuizenzuidoost.nl,Buurthuis De Bonte Kraaij,Kraaiennest 68,1104CD,Amsterdam,Zuidoost,,,,"4,98006344","52,31724105"
Sportschool,Club West (USC),www.usc.uva.nl,Club West,Dokter Meurerlaan 10,1067SM,Amsterdam,Nieuw-West,,,,"4,80599475","52,36742093"
Sportschool,Fit20,www.fit20.nl,Coengebouw,Kabelweg 37,1014BA,Amsterdam,West,,,,"4,84659321","52,39267105"
Sportschool,Crossfit Zeeburg,www.crossfitzeeburg.com,Crossfit Zeeburg,Cruquiusweg 96H,1019AJ,Amsterdam,Oost,,,,"4,95041085","52,36773622"
Sportschool,Duofit,www.duofit.nl,Duofit,Radioweg 64,1098NJ,Amsterdam,Oost,,34360033,,"4,94536705","52,34897301"
Sportschool,Fitness Studio Onna,www.fitnessonna.nl,Fitness Studio Onna,Remijden 2,1068XB,Amsterdam,Nieuw-West,,,,"4,80385331","52,36166721"
Sportschool,Fitness Zuidas,www.fitness-zuidas.nl,Fitness Zuidas,Wijenburg 90A,1082VW,Amsterdam,Zuid,,,,"4,87187803","52,33187385"
Sportschool,Vitae Sport,www.vitaesport.nl,Fons Vitae Lyceum,Richard Holstraat 8,1071SM,Amsterdam,Zuid,,59551445,,"4,87761656","52,35213917"
Sportschool,Fysiomed,www.fysiomed.org,Fysiomed,IJsbaanpad 6,1076CV,Amsterdam,Zuid,,34302500,,"4,85544269","52,34186357"
Sportschool,Pro-Fit Amsterdam Oost,www.profit-amsterdamoost.nl,Fysiotherapie Amsterdam Oost,Willem Beukelsstraat 151-B,1097CR,Amsterdam,Oost,,34370162,,"4,9281941","52,35229218"
Sportschool,Bodyshape,www.bodyshapesylvia.nl/,Gymzaal Verbindingsstraat ,Verbindingstraat 2,1073TJ,Amsterdam,Zuid,,,,"4,89884731","52,35284882"
Sportschool,Life & Kicking,www.lifeandkicking.nl,Life & Kicking Fitness,Eva Besnyöstraat 29,1087KR,Amsterdam,Oost,,34259356,ja,"5,00387204","52,35228282"
Sportschool,Mirror Centre,www.mirrorcentre.nl,Mirror Centre,Ter Gouwstraat 3,1093JX,Amsterdam,Oost,,34200290,,"4,93136122","52,35975523"
Sportschool,Mobilis Fitness,www.mobilisfitness.nl,Mobilis Fitness,Van Leijenberghlaan 10,1082GM,Amsterdam,Zuid,,34250964,,"4,8789858","52,33254272"
Sportschool,Motion3,www.motion3.nl,Motion3,IJburglaan 473,1087BE,Amsterdam,Oost,,,,"4,98818872","52,35932885"
Sportschool,MOVE//West,www.movewest.nl,MOVE//West,Hannie Dankbaarpassage 33,1053RT,Amsterdam,West,,,,"4,86857893","52,36653754"
Sportschool,Only 4 Ladies,www.only4ladies.nl,Only4Ladies,Tweede Oosterparkstraat 79A,1091HX,Amsterdam,Oost,,34110592,,"4,91537691","52,3567716"
Sportschool,Bijlmer Sportcentrum,optisport.nl/locaties/healthclubamsterdamzuidoost,Optisport,Anton de Komplein 157,1102DR,Amsterdam,Oost,,11064605,ja,"4,95762875","52,31527429"
Sportschool,Panatta-Gym,www.panatta-gym.nl,Panatta-Gym,Oudeschans 30,1011LB,Amsterdam,Centrum,,33212191,,"4,90403091","52,37151063"
Sportschool,PCH Fitness (USC),www.usc.uva.nl,PCH Fitness,Spuistraat 134,1012VB,Amsterdam,Centrum,,,,"4,88983173","52,37410321"
Sportschool,Personal Health Club,www.personalhealthclub.nl,Personal Health Club Amsterdam,Breitnerstraat 4,1077BL,Amsterdam,Zuid,,33292829,,"4,87296887","52,35169664"
Sportschool,Selin Health and Fitness,www.selinhealthandfitness.nl,Personal Training Studio,Krelis Louwenstraat 1-C02,1055KA,Amsterdam,West,,,,"4,84620773","52,38315031"
Sportschool,The Gym,www.thegym.amsterdam,Personal Training Studio,Ruysdaelkade 161,1072AS,Amsterdam,Zuid,,,,"4,88718896","52,35321358"
Sportschool,Reebok Crossfit 020,www.reebokcrossfit020.nl,Reebok Crossfit 020,Hoogoorddreef 3,1101BA,Amsterdam,Zuidoost,,,,"4,94691665","52,30999503"
Sportschool,Body Fit,www.sportcentrumkops.nl,Sportcentrum Kops,Weesperzijde 115,1091EN,Amsterdam,Oost,,40535111,,"4,91212422","52,35071883"
Sportschool,SportCity Weteringdwarsstraat,www.sportcity.nl,SportCity Wetering,Eerste Weteringdwarsstraat 3,1017TL,Amsterdam,Centrum,,,,"4,88857433","52,36185664"
Sportschool,A3 sport,www.facebook.com/a3demunnik,Sporthal De Weeren,Beemsterstraat 656,1027ED,Amsterdam,Noord,,67601782,ja,"4,95933828","52,40119389"
Sportschool,Luki Goshi,www.lukigoshi.nl,Sporthal Wethouder Verheij,Polderweg 300,1093KP,Amsterdam,Oost,,34185499,,"4,93135106","52,35788575"
Sportschool,Spark United,www.sparkunited.nl/gebruikers/spark-united-buurtsportvereniging,Sportpark De Eendracht,Bok de Korverweg 20,1067HR,Amsterdam,Nieuw-West,,55541542,,"4,78522141","52,37924265"
Sportschool,Sports World Amsterdam,www.sportsworldamsterdam.nl,Sports World Amsterdam,Oranje Vrijstaatkade 21,1093KS,Amsterdam,Oost,,,,"4,92906326","52,35625014"
Sportschool,Crossfit Flames,www.crossfitflames.nl,Sportschool,Van Marwijk Kooystraat 4,1114AG,Duivendrecht,Buiten Amsterdam,,,,"4,92241359","52,33232143"
Sportschool,Scandic Active Club,www.activeclub.nl/amsterdam,Sportschool,Damrak 1,1012LG,Amsterdam,Centrum,,,,"4,89803853","52,37714446"
Sportschool,Fit20,www.fit20.nl,Sportschool,Grimburgwal 5,1012GA,Amsterdam,Centrum,,,,"4,89346721","52,36939987"
Sportschool,Fit for free,www.fitforfree.nl,Sportschool,Haarlemmer Houttuinen 37-43,1013GM,Amsterdam,Centrum,,51328585,,"4,8916346","52,38097737"
Sportschool,Fit aan 't IJ,www.fitaantij.nl,Sportschool,KNSM-laan 11,1019LA,Amsterdam,Centrum,,,,"4,93768444","52,3775301"
Sportschool,Mejiro gym,www.mejirogym.nl,Sportschool,Lauriergracht 86,1016RM,Amsterdam,Centrum,,,,"4,880551","52,37152034"
Sportschool,Fit for free,www.fitforfree.nl,Sportschool,Lijnbaansgracht 350,1017XB,Amsterdam,Centrum,,51328585,,"4,89389426","52,36004543"
Sportschool,Fit for free,www.fitforfree.nl,Sportschool,Looiersgracht 26,1016VS,Amsterdam,Centrum,,51328585,,"4,88181522","52,36882043"
Sportschool,Fit for free,www.fitforfree.nl,Sportschool,Valkenburgerstraat 28,1011LZ,Amsterdam,Centrum,,51328585,,"4,90825815","52,37031446"
Sportschool,New York Gym,www.newyorkgym.nl,Sportschool,Veemkade 598,1019BL,Amsterdam,Centrum,,,,"4,92840567","52,37584078"
Sportschool,Palestra Sports Amsterdam,www.palestrasports.nl,Sportschool,Marius Bauerstraat 233,1062AK,Amsterdam,Nieuw-West,,33177857,ja,"4,837834953","52,36250506"
Sportschool,Fit for free,www.fitforfree.nl,Sportschool,Osdorpplein 135,1068SR,Amsterdam,Nieuw-West,,51328585,,"4,80638876","52,35975629"
Sportschool,Fit20,www.fit20.nl,Sportschool,Overschiestraat 55,1062HN,Amsterdam,Nieuw-West,,,,"4,83993076","52,34804326"
Sportschool,Fit for free,www.fitforfree.nl,Sportschool,Buikslotermeerplein 119,1025ET,Amsterdam,Noord,,51328585,,"4,93619227","52,39949166"
Sportschool,The Temple,www.thetemple.nl,Sportschool,IJdoornlaan 245,1024KM,Amsterdam,Noord,,,,"4,95632083","52,39260498"
Sportschool,Fitness Center IJburg,www.fitnesscenterijburg.nl,Sportschool,Diemerparklaan 35,1087GN,Amsterdam,Oost,,60948299,,"4,99649682","52,35642"
Sportschool,Fitness Center Weesp,www.fitnesscenterweesp.nl,Sportschool,Amstellandlaan 80,1382CH,Weesp,Oost,,,ja,"5,0254178","52,3104356"
Sportschool,Fit for free,www.fitforfree.nl,Sportschool,Linnaeushof 4,1098KH,Amsterdam,Oost,,51328585,,"4,93302938","52,35361221"
Sportschool,Brightside,www.brightsidefitness.nl,Sportschool,Baarsjesweg 289-H,1058AG,Amsterdam,West,,,,"4,85580382","52,35963791"
Sportschool,Ettaki Gym,www.ettakigym.nl,Sportschool,Bilderdijkkade 59-61,1053VJ,Amsterdam,West,,55971148,,"4,87077304","52,36759539"
Sportschool,Fitness4me,www.fitness4me.nl,Sportschool,Bos en Lommerplein 284-286,1055RW,Amsterdam,West,,32132088,,"4,84409703","52,37785477"
Sportschool,Fitness4me,www.fitness4me.nl,Sportschool,Bos en Lommerplein 92,1055EK,Amsterdam,West,,32132088,,"4,8465776","52,37829064"
Sportschool,Gym West,www.gymwest.nl,Sportschool,Jan van Galenstraat 41,1056BH,Amsterdam,West,,34271962,,"4,86391547","52,37512396"
Sportschool,Vondelgym,www.vondelgym.nl,Sportschool,Overtoom 143,1054HG,Amsterdam,West,,61550132,,"4,87288536","52,36191432"
Sportschool,David Lloyd,www.davidlloyd.nl,Sportschool,Overtoom 557,1054LK,Amsterdam,West,,17111830,,"4,85593079","52,35761623"
Sportschool,Crossfit Aka,www.crossfitaka.nl,Sportschool,Piri Reisplein 1,1057KH,Amsterdam,West,,34394223,,"4,86057105","52,36662059"
Sportschool,Fitness4me,www.fitness4me.nl,Sportschool,Postjesweg 128 G,1061AX,Amsterdam,West,,32132088,,"4,83961222","52,36434561"
Sportschool,The Family Gym,www.fitness-centrum.nl,Sportschool,Tweede Kostverlorenkade 132-135,1053SE,Amsterdam,West,,,,"4,86002014","52,36397951"
Sportschool,Rasalila,www.rasa-lila.nl/website,Sportschool,Tweede Kostverlorenkade 67,1053SB,Amsterdam,West,,,,"4,86228481","52,36648852"
Sportschool,R Grip Gym (MMA),www.r-grip.nl,Sportschool,Tweede Kostverlorenkade 69,1053SB,Amsterdam,West,,34307053,,"4,86211044","52,36633496"
Sportschool,Shape all in Centre,www.shape-all-in.nl,Sportschool,Van Hallstraat 617,1051HE,Amsterdam,West,,54646952,,"4,87207659","52,3794373"
Sportschool,Femme Gym,www.femmegym.nl,Sportschool,Vancouverstraat 6,1056DV,Amsterdam,West,,63067218,,"4,85465613","52,3733121"
Sportschool,Crossfit Aka,www.crossfitaka.nl,Sportschool,Willem de Zwijgerlaan 350,1055RD,Amsterdam,West,,34394223,,"4,8577471","52,38263125"
Sportschool,Anytime Fitness,www.anytimefitness.nl,Sportschool,Amsteldijk 161,1079LH,Amsterdam,Zuid,,,,"4,91239216","52,34469449"
Sportschool,Nippon do,www.nippondo.nl,Sportschool,Derde Schinkelstraat 18,1075TL,Amsterdam,Zuid,,,,"4,85491422","52,35302791"
Sportschool,Vondelgym,www.vondelgym.nl,Sportschool,Eduard van Beinumstraat 110,1077CZ,Amsterdam,Zuid,,61550132,,"4,86945132","52,33997072"
Sportschool,Fit for free,www.fitforfree.nl,Sportschool,Europaboulevard 3,1079PC,Amsterdam,Zuid,,51328585,,"4,89291041","52,34032159"
Sportschool,Dutch Strength,www.dutchstrength.nl,Sportschool,Hobbemakade 7,1071XK,Amsterdam,Zuid,,33261543,,"4,88614714","52,35838612"
Sportschool,Fit for free,www.fitforfree.nl,Sportschool,Hoogoordplein 7,1101DT,Amsterdam,Zuidoost,,51328585,,"4,94787655","52,31133881"
Sportschool,Fit20,www.fit20.nl,Sportschool,Paasheuvelweg 1,1105BE,Amsterdam,Zuidoost,,,,"4,95157353","52,30015266"
Sportschool,Kawayan Fighting Arts School,www.kawayan.org,Sportschool ,Ketelhuisplein 41,1054RD,Amsterdam,West,,,,"4,86945461","52,36356313"
Sportschool,Gé Koning,www.sportschoolgekoning.nl,Sportschool (onder het Zuiderbad),Hobbemakade 9,1071XK,Amsterdam,Zuid,,50583700,,"4,88614714","52,35838612"
Sportschool,Sportschool Nique,www.sportschoolnique.nl,Sportschool Nique,Amsteldijk 161,1079LH,Amsterdam,Zuid,,,,"4,91239216","52,34469449"
Sportschool,Squash City,www.squashcity.nl,Squash City,Ketelmakerstraat 6,1013DE,Amsterdam,Centrum,,33258386,,"4,88978696","52,38333339"
Sportschool,Fresh Supportive Health Club,www.fresh-fitness.nl,Tolstraat 59,Tolstraat 59,1073RW,Amsterdam,Zuid,,34203001,,"4,90142477","52,35204154"
Sportschool,Trainmore,www.trainmore.nl,Trainmore Amsterdam De Pijp,Tweede van der Helststraat 2,1072PC,Amsterdam,Zuid,,32042913,,"4,89460046","52,35295694"
Sportschool,Ultimate Fitness Amsterdam,www.ultimatefitnessamsterdam.nl,Ultimate Fitness Amsterdam,Molukkenstraat 200,1098TW,Amsterdam,Oost,,,,"4,94049984","52,35754314"
Sportschool,Sportcentrum Universum (USC),www.usc.uva.nl,Universitair Sportcentrum,Science Park 306,1098XH,Amsterdam,Oost,,,,"4,95629984","52,35564969"
Sportschool,Vondelgym,www.vondelgym.nl/youngsters/stadspas,Vondelgym,Wibautstraat 132,1092GL,Amsterdam,Oost,,61550132,,"4,92072864","52,35458313"
Sportschool,Mobilis Fitness,,,Breitnerstraat 4,1077 BL,Amsterdam,Zuid,,34250964,,"4,87296887","52,35169664"
Squash,All Sports,www.healthcity.nl/sportscholen/grand-cafe-all-sports,All Sports,Van der Hooplaan 237,1185LN,Amstelveen,Buiten Amsterdam,,,,"4,85315491","52,28935453"
Squash,De Mirandabad,www.amsterdam.nl/demirandabad,De Mirandabad,De Mirandalaan 9,1079PA,Amsterdam,Zuid,,,,"4,90227468","52,33873416"
Squash,Frans Ottenstadion,www.asrc.nl,Frans Otten Stadion,IJsbaanpad 43,1076CV,Amsterdam,Zuid,,40530037,,"4,850591","52,33911327"
Squash,Frans Ottenstadion,www.fransottenstadion.nl,Frans Otten Stadion,IJsbaanpad 43,1076CV,Amsterdam,Zuid,,33125126,,"4,850591","52,33911327"
Squash,MeerSquash & Activity,www.meersquash.nl,MeerSquash & Activity,Arnolduspark 13,2132CR,Hoofddorp,Buiten Amsterdam,,,,"4,70600612","52,30965223"
Squash,Sportcentrum De Wildenhorst,www.wildenhorst.nl,Sportcentrum De Wildenhorst,Sloterweg 301,1171VB,Badhoevedorp,Buiten Amsterdam,,40597350,,"4,77153832","52,33375683"
Squash,Squashbanen,www.healthcity.nl,Sportcentrum Escapade,Escapade 1,1183NM,Amstelveen,Buiten Amsterdam,,,,"4,8840293","52,30415977"
Squash,Sportcentrum Match,www.sportclubmatch.nl,Sportcentrum Match,Sint Gilleshof 5,1066PZ,Amsterdam,Nieuw-West,,,,"4,80950887","52,34531268"
Squash,Squashvereniging Amsterdam,www.squashverenigingamsterdam.nl,Sportclub Match,Sint Gilleshof 5,1066PZ,Amsterdam,Nieuw-West,ja,53153251,ja,"4,80950887","52,34531268"
Squash,Squash City,www.squashcity.nl,Squash City,Ketelmakerstraat 6,1013DE,Amsterdam,Centrum,,,,"4,88978696","52,38333339"
Squash,Sports World,www.sportsworldamsterdam.nl,Squash World,Oranje Vrijstaatkade 31,1093KS,Amsterdam,Oost,,,,"4,92952549","52,3563596"
Squash,Squashclub Borchland,www.borchland.nl,Squashclub Borchland,Borchlandweg 6-12,1114BD,Amsterdam-Duivendrecht,Buiten Amsterdam,,55268412,,"4,9276264","52,31582756"
Squash,Universitair Sportcentrum,www.usc.uva.nl,Universitair Sportcentrum,Science Park 306,1098XH,Amsterdam,Oost,,,,"4,95629984","52,35564969"
Squash,Zuiver Amsterdam,www.zuiveramsterdam.nl,Zuiver Amsterdam,Koenenkade 8,1081KH,Amsterdam,Zuid,,,,"4,85234665","52,33101422"
Squash,Zwembad & Sportcentrum Wethouder Duran,www.zwembaddiemen.nl,Zwembad & Sportcentrum Wethouder Duran,Ouderkerkerlaan 10,1112BE,Diemen,Buiten Amsterdam,,,,"4,95880523","52,33599411"
Streetdance,Buurtvereniging Jacob Maris,www.jacobmaris.com,Buurthuis Jacob Maris,Columbusplein 253,1057TX,Amsterdam,West,,40535350,,"4,85527593","52,36571126"
Sup,Sup Sup Club,www.supsupclub.com,Amstel Boat House,Amsteldijk 223,1079LK,Amsterdam,Zuid,,67866530,,"4,90648882","52,33846375"
Sup,M&M Sup,www.mm-sup.com,IJburg Strand,Pampuslaan 501,1087HP,Amsterdam,Oost,,51579715,,"5,01725339","52,35454154"
Sup,Sportmomentje,www.sportmomentje.nl,Jeugdland Amsterdam,Valentijnkade 131,1095KH,Amsterdam,Oost,,63649055,,"4,95573736","52,35901971"
Sup,Kano & SUP Amsterdam,www.kanoensupamsterdam.nl,Roeicentrum Berlagebrug,Weesperzijde 1094,1097DS,Amsterdam,Oost,,35029626,,"4,91299394","52,34833311"
Sup,Supschool Sup&Meer,www.supenmeer.nl,Supschool Sup&Meer,Boeierspad 5,1081KE,Amsterdam,Zuid,,,,"4,85322841","52,33247276"
Surfen,Amsterdam Windsurfing ,www.amsterdamwindsurfing.nl,Clubhuis en plankstalling,Riekerweg 40,1066BT,Amsterdam,Nieuw-West,,40531494,,"4,83074524","52,33384464"
Surfen,Gaasperplas Windsurfing,www.gaasperplaswindsurfing.nl,Clubhuis Gaasperplas,Driemondweg 25,1108AJ,Amsterdam,Zuidoost,,40533174,,"4,99827556","52,30418918"
Surfen,Sportmomentje,www.sportmomentje.nl,Jeugdland Amsterdam,Valentijnkade 131,1095KH,Amsterdam,Oost,,63649055,,"4,95573736","52,35901971"
Surfen,Surfcenter IJburg,www.surfcenterijburg.nl,Strand Centrumeiland,Pampuslaan 501,1087HP,Amsterdam,Oost,,65863887,,"5,01725339","52,35454154"
Survivalrun,Survivalrunvereniging RUIG,www.ruig-amsterdam.nl,Sportpark De Eendracht,Bok de Korverweg 20,1067HR,Amsterdam,Nieuw-West,,,,"4,78522141","52,37924265"
Taekwondo,American Fitness,www.americanfitness.nl,American Fitness,Blasiusstraat 144,1091CZ,Amsterdam,Oost,,33176009,,"4,91334293","52,3575454"
Taekwondo,Chung Mu,www.chungmu.nl,Chung-Mu,Papaverhoek 25,1032JZ,Amsterdam,Noord,,40530647,,"4,91162464","52,39322864"
Taekwondo,Stichting Evolution Sports,www.evolutionsports.nl,Gymzaal John Hadleystraat 2,John Hadleystraat 2,1086WB,Amsterdam,Oost,ja,34120573,ja,"4,98192068","52,36123334"
Taekwondo,Taekwon-Do School Amsterdam,www.taekwondoschoolamsterdam.nl,Gymzaal Marcanti College,Jan van Galenstraat 31,1051KM,Amsterdam,West,,34315722,ja,"4,86613178","52,37522361"
Taekwondo,José's Taekwondo Academy ,www.jose-taekwondo-academy.nl,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,40538575,,"4,80713356","52,35443917"
Tafeltennis,US Tafeltennis,www.ustafeltennis.nl,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,40531993,,"4,91002045","52,35863353"
Tafeltennis,Buurtvereniging Bloemenkwartier,www.bloemenkwartier.nl,Buurtvereniging Bloemenkwartier,Wingerdweg 260 B,1032AN,Amsterdam,Noord,,40535396,,"4,91871302","52,39671714"
Tafeltennis,I.S.V.,www.dewijeilp.nl,De Wijde Ilp,Den Ilp 73,1127PG,Den Ilp,Buiten Amsterdam,,40624216,,"4,90887144","52,45072996"
Tafeltennis,Meo,www.kindervreugd.org,Gebouw Kindervreugd,Kramatweg 31 A,1095JS,Amsterdam,Oost,,,,"4,94644649","52,36478255"
Tafeltennis,UnitedOost,www.unitedoost.nl,Gebouw Kindervreugd,Kramatweg 31 A,1095JS,Amsterdam,Oost,,32079730,,"4,94644649","52,36478255"
Tafeltennis,TTV De Volewijckers,www.ttvdevolewijckers.nl,Gymzaal Adelaarsweg 113,Adelaarsweg 113,1021BZ,Amsterdam,Noord,,34266688,ja,"4,92026769","52,38860742"
Tafeltennis,Racketsport 4 Everyone,www.racketsport4everyone.nl,Gymzaal Nachtwachtlaan 35,Nachtwachtlaan 35,1058EB,Amsterdam,Nieuw-West,,67087418,ja,"4,84395972","52,36060875"
Tafeltennis,JOVO,www.ttvjovo.nl,Gymzaal Wachterliedpaviljoen,Wachterliedplantsoen 1,1055SB,Amsterdam,West,,40532118,,"4,85384756","52,37763867"
Tafeltennis,TTV Patrios,www.facebook.com/ttvpatrios,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,,,"4,80713356","52,35443917"
Tafeltennis,Holendrecht,www.ttvholendrecht.nl,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,40537839,,"4,97825726","52,29676965"
Tafeltennis,TTV Amsterdam,www.ttvamsterdam.nl,Sporthal Laan van Spartaan,Rinus Michelslaan 26,1061MB,Amsterdam,West,,56688040,ja,"4,83917473","52,37335349"
Tafeltennis,TTV De Volewijckers,www.ttvdevolewijckers.nl,Sporthal Wethouder Verheij,Polderweg 300,1093KP,Amsterdam,Oost,,34266688,ja,"4,93135106","52,35788575"
Tafeltennis,UnitedOost,www.unitedoost.nl,Sporthal Wethouder Verheij,Polderweg 300,1093KP,Amsterdam,Oost,,32079730,,"4,93135106","52,35788575"
Tafeltennis,AMVJ,www.amvj-tafeltennis.nl,Sportpark 't Loopveld,Aanloop 4,1183SZ,Amsterdam,Zuid,,40533621,,"4,88697187","52,31967237"
Tafeltennis,TTV Diemen,www.ttvdiemen.nl,Sportzaal Eva Besnyöstraat 491,Eva Besnyöstraat 491,1087LG,Amsterdam,Zuid,,40532096,ja,"5,00795858","52,35008822"
Tafeltennis,Amsterdam '78,www.amsterdam78.nl,Tafeltenniscentrum,Baarsjesweg 265-H,1058AC,Amsterdam,West,,40531055,,"4,85662722","52,36075608"
